customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
5123,0,0,1,1,65,1,2,1,0,2,2,0,2,2,0,1,2,105.5,6985.65,1
3094,1,1,1,0,46,1,2,1,0,0,2,0,2,2,0,1,2,101.0,4680.05,1
3623,0,0,1,1,63,1,0,0,2,0,0,0,0,0,2,1,0,50.65,3221.25,0
593,0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,1,3,20.05,39.25,0
3549,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,70.7,140.7,1
1039,0,0,0,0,58,1,0,1,2,2,2,0,2,2,1,1,2,106.45,6145.85,1
6305,1,1,1,0,44,0,1,0,0,2,0,0,0,0,0,1,2,30.35,1359.7,1
2080,0,0,0,0,70,1,2,0,2,2,2,0,2,2,2,0,3,84.7,5991.05,0
170,1,0,1,1,7,0,1,0,2,2,2,0,2,2,0,0,3,58.85,465.7,0
5404,1,0,1,1,49,0,1,0,0,2,0,0,2,2,1,1,0,51.8,2541.25,1
6689,1,0,0,0,20,1,2,0,2,0,0,2,0,0,0,0,0,59.2,1191.2,0
6167,1,0,1,0,14,1,0,0,0,0,2,0,0,0,0,0,1,50.2,668.85,0
1077,1,0,1,1,68,1,2,0,2,2,2,2,2,2,2,1,1,92.2,6392.85,0
3462,0,1,0,0,49,1,0,1,0,2,2,0,0,2,1,1,0,89.85,4287.2,0
1471,0,1,0,0,71,1,2,0,2,2,2,2,2,2,2,0,3,89.85,6293.45,0
1140,0,0,1,1,70,1,2,1,2,2,2,0,2,2,1,1,1,108.15,7930.55,0
135,1,0,0,0,19,1,2,0,0,0,2,2,0,0,0,0,2,59.55,1144.6,0
524,1,0,0,0,66,1,2,0,2,2,2,0,0,2,2,1,1,74.6,4798.4,0
1604,1,0,0,0,18,1,0,2,1,1,1,1,1,1,2,0,1,20.05,388.6,0
4600,1,0,1,1,8,1,0,0,2,0,0,0,0,0,0,1,1,51.3,411.6,0
1380,1,0,1,1,72,1,2,1,2,2,2,2,2,2,2,0,0,114.45,8100.55,0
2109,0,0,1,0,64,1,2,2,1,1,1,1,1,1,2,0,1,25.0,1584.8,0
2256,1,0,0,0,26,1,2,1,0,0,0,0,0,2,0,1,2,83.95,2254.2,1
6097,1,0,0,0,69,1,2,1,0,2,0,2,2,2,1,1,0,104.7,7220.35,1
3007,0,0,1,0,68,1,2,1,2,2,2,2,2,2,2,0,0,114.9,7843.55,0
6255,0,0,1,0,25,1,0,0,2,2,0,2,0,2,0,1,3,71.05,1837.7,0
4499,1,0,0,0,34,0,1,0,0,0,0,0,0,0,0,1,0,25.05,852.7,0
5405,0,0,1,0,2,0,1,0,0,0,0,0,2,2,0,0,2,44.6,97.1,1
4189,1,1,0,0,32,1,0,2,1,1,1,1,1,1,1,0,1,19.8,587.7,0
2467,0,0,0,0,7,1,0,2,1,1,1,1,1,1,0,0,3,20.65,155.9,0
1346,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.5,20.5,1
2368,0,0,0,0,25,1,2,1,0,2,0,0,2,2,0,1,2,100.25,2387.75,1
4590,1,0,1,1,12,1,0,2,1,1,1,1,1,1,0,0,3,20.5,255.5,0
4028,0,0,0,0,68,1,0,0,2,2,2,2,2,2,2,1,1,82.45,5646.6,0
490,0,0,0,0,7,1,0,1,0,0,2,2,2,2,0,1,2,100.4,715.0,0
5500,1,0,1,1,8,1,0,0,0,0,2,0,0,0,0,1,2,51.05,415.05,1
563,0,0,0,0,15,1,0,2,1,1,1,1,1,1,1,0,1,20.1,302.45,0
4731,0,1,0,0,42,1,2,1,0,2,2,0,2,2,0,1,0,104.75,4323.45,1
1739,1,0,1,1,56,1,2,1,0,0,2,2,2,2,2,1,2,103.2,5873.75,0
3167,1,0,1,1,8,1,0,0,0,0,0,0,0,0,1,1,3,43.45,345.5,0
5750,0,1,0,0,71,1,2,1,0,0,2,0,2,2,2,0,0,104.05,7413.55,0
4701,1,0,0,0,67,1,0,0,2,0,2,0,0,2,2,0,0,65.55,4361.55,0
2285,0,0,1,1,71,1,2,2,1,1,1,1,1,1,2,0,0,25.45,1813.35,0
2361,1,0,1,0,47,1,2,1,0,2,2,0,2,2,0,1,2,104.1,5135.15,0
2841,0,0,1,1,18,1,0,2,1,1,1,1,1,1,0,1,3,20.25,401.95,0
3011,0,0,0,1,26,0,1,0,0,0,2,0,0,0,0,1,3,29.8,786.5,0
389,1,1,1,0,27,1,2,1,0,2,2,0,0,2,0,1,2,95.55,2510.2,1
339,0,0,1,0,70,1,0,2,1,1,1,1,1,1,2,0,0,19.8,1397.65,0
115,0,0,0,0,70,1,2,1,2,2,2,2,2,2,1,0,1,115.55,8127.6,1
1475,1,0,1,1,68,1,0,2,1,1,1,1,1,1,2,1,0,19.95,1303.25,0
2201,1,0,1,0,60,1,0,2,1,1,1,1,1,1,2,1,0,20.5,1198.8,0
4188,0,0,1,1,37,1,0,2,1,1,1,1,1,1,0,0,2,19.35,683.75,0
365,0,0,1,0,72,1,2,1,2,2,2,0,2,2,2,1,2,109.55,8165.1,0
1265,1,0,1,1,11,1,2,1,0,0,0,0,0,0,0,1,2,74.35,834.2,1
6916,1,1,1,0,37,1,0,1,0,0,0,0,0,0,0,1,0,72.25,2575.45,0
1342,0,1,1,0,70,1,2,0,2,2,2,2,2,2,2,1,0,92.2,6474.45,0
6735,0,0,0,1,4,1,2,1,0,2,0,0,2,0,0,0,3,89.6,365.65,1
2365,0,1,0,0,8,1,2,1,0,2,2,0,2,2,0,1,2,105.5,829.55,1
1773,1,0,0,0,13,1,0,2,1,1,1,1,1,1,1,0,1,19.3,259.65,0
6506,0,0,1,1,65,1,2,0,2,2,0,2,2,2,2,1,0,82.5,5215.1,0
6893,1,0,0,0,7,1,0,2,1,1,1,1,1,1,0,1,3,19.95,147.5,0
2662,0,0,1,1,8,1,0,0,0,0,0,2,2,2,0,1,2,68.55,564.35,0
6340,1,1,0,0,64,1,2,1,0,0,2,2,2,2,1,0,2,102.1,6688.1,0
3883,1,0,1,1,69,1,0,0,2,2,0,2,2,2,2,0,0,80.65,5542.55,0
4739,0,0,0,0,3,1,2,1,0,0,0,0,0,0,0,0,0,74.4,215.8,1
4126,1,0,0,0,3,1,2,1,0,0,0,0,0,0,0,1,2,76.95,228.4,1
1908,1,1,1,0,24,0,1,0,2,0,0,0,0,2,0,0,0,39.1,971.3,1
1406,0,0,1,0,68,1,2,0,2,2,2,2,0,0,2,0,1,70.9,4911.35,0
95,0,0,0,0,72,1,2,1,2,2,2,2,2,2,2,1,2,114.9,8496.7,0
959,0,0,0,0,1,1,0,1,0,0,0,2,2,2,0,1,2,95.85,95.85,0
3658,0,0,1,1,49,0,1,0,2,0,0,2,0,0,1,1,1,35.8,1782.0,0
670,1,0,1,1,69,1,2,1,0,0,2,0,2,2,0,1,1,99.45,7007.6,1
6615,0,0,1,1,1,1,0,1,0,2,0,0,0,0,0,1,2,74.7,74.7,1
6451,1,0,0,0,51,1,0,1,2,0,0,0,2,0,1,0,3,86.35,4267.15,0
1120,1,1,1,0,71,1,2,2,1,1,1,1,1,1,2,0,1,25.45,1789.65,0
3359,1,0,1,0,59,1,2,1,0,0,2,0,2,2,1,1,0,99.5,5961.1,1
1691,0,0,1,1,20,1,0,2,1,1,1,1,1,1,1,0,0,19.7,395.6,0
3736,0,0,1,1,26,1,0,2,1,1,1,1,1,1,0,1,1,20.25,493.95,0
3656,0,0,1,0,72,1,2,1,0,2,2,2,2,2,1,1,0,108.5,8003.8,0
1093,1,0,0,0,51,1,2,1,0,0,2,0,0,0,0,0,1,80.0,4242.35,1
5088,1,0,0,0,37,1,0,1,0,0,0,0,0,0,0,1,3,70.35,2552.9,0
1283,1,1,0,0,10,1,0,1,0,2,0,0,0,0,0,1,2,72.85,688.65,1
6302,1,0,1,1,72,1,2,1,2,2,0,2,2,2,2,1,1,107.7,7919.8,0
4424,0,1,0,0,5,0,1,0,0,2,0,0,0,0,0,0,2,28.45,131.05,1
6888,0,0,1,1,49,1,0,0,2,0,2,2,0,0,0,0,0,61.75,3024.15,0
5673,0,0,1,1,13,1,2,2,1,1,1,1,1,1,2,1,0,25.0,332.5,0
6739,1,0,1,0,71,1,2,1,0,0,2,0,2,2,1,1,1,98.65,6962.85,0
3415,0,0,0,0,47,0,1,0,2,0,2,2,0,0,2,0,3,41.9,1875.25,0
3832,0,1,1,0,8,1,2,1,0,0,0,0,0,2,0,1,2,84.0,613.4,1
6679,1,0,1,1,45,1,2,1,0,2,2,0,0,2,0,1,0,95.95,4456.65,0
4364,1,0,1,0,9,0,1,0,0,0,0,0,0,0,1,0,0,24.1,259.8,1
4045,0,0,1,0,26,0,1,0,2,0,2,0,0,0,1,0,1,35.4,978.6,0
1194,1,0,0,1,25,1,0,2,1,1,1,1,1,1,0,0,3,20.8,460.2,0
5533,0,1,1,0,42,1,2,1,2,0,2,0,2,2,1,1,0,105.2,4599.15,0
476,0,0,0,0,40,1,2,1,0,0,2,2,2,2,1,1,1,105.95,4335.2,0
3297,1,0,0,0,21,1,0,2,1,1,1,1,1,1,2,0,3,19.6,390.4,0
1926,0,0,0,0,3,1,0,1,0,0,2,0,0,0,0,1,3,74.75,238.1,0
3972,0,0,0,0,1,1,0,1,0,0,2,0,2,0,0,1,2,85.45,85.45,1
2711,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,3,45.65,191.05,1
4019,1,0,0,0,65,1,2,2,1,1,1,1,1,1,2,1,0,25.1,1725.0,0
3962,1,0,0,0,34,1,0,0,2,0,2,0,0,0,1,0,3,56.95,1889.5,0
595,1,0,1,0,59,1,2,0,2,0,0,2,0,2,1,1,3,69.1,4096.9,0
4883,1,0,1,0,1,1,0,1,0,0,0,2,2,0,0,1,2,84.8,84.8,1
6403,0,0,0,0,70,1,2,2,1,1,1,1,1,1,1,0,1,26.05,1856.4,0
4965,0,1,0,0,54,1,2,1,0,2,0,0,0,0,0,1,2,79.5,4370.25,1
5366,1,1,0,0,3,1,2,1,0,0,0,0,0,0,0,1,2,76.05,231.8,1
228,0,1,1,1,31,1,0,1,0,0,2,2,2,2,0,1,2,98.9,2911.3,1
4742,0,0,1,1,43,0,1,0,2,2,0,2,2,0,1,1,0,51.25,2151.6,0
951,1,0,0,1,15,1,2,1,0,2,0,0,2,0,0,1,2,91.0,1430.05,0
5383,0,0,0,0,12,1,0,1,2,0,0,0,2,0,1,1,1,85.15,979.05,0
5947,0,0,1,1,42,1,0,1,0,0,0,0,2,0,0,1,1,77.95,3384.0,1
5993,0,0,0,0,72,1,2,1,2,2,2,2,2,2,2,0,1,115.05,8405.0,0
2925,1,0,0,0,12,0,1,0,0,2,0,2,0,0,0,0,3,34.0,442.45,0
4308,1,0,0,0,38,1,2,1,0,2,2,0,0,2,0,1,1,95.1,3691.2,0
1235,1,0,1,0,45,1,2,1,0,2,2,0,2,2,0,1,0,107.75,4882.8,0
6895,0,0,1,0,64,1,2,0,2,0,2,2,2,2,2,1,1,85.0,5484.4,0
6525,0,0,1,1,52,1,0,2,1,1,1,1,1,1,2,0,0,20.1,1078.75,0
4223,1,1,0,0,32,1,2,1,0,0,0,0,2,2,0,1,1,96.15,3019.25,1
3514,1,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,3,69.6,207.4,0
1934,0,0,0,0,32,1,2,1,0,0,2,0,2,2,0,1,2,101.35,3334.9,0
5780,0,1,0,0,49,1,2,1,2,2,2,2,0,2,1,0,0,103.0,5166.2,0
5561,0,0,0,0,18,1,2,1,0,0,0,0,2,0,0,1,2,85.2,1553.9,1
341,1,0,1,1,46,1,0,2,1,1,1,1,1,1,2,1,3,20.2,917.45,0
3347,1,0,0,0,2,1,0,1,0,2,0,0,0,0,0,1,2,74.75,144.8,0
2156,1,0,0,1,2,1,2,0,2,2,0,0,0,0,0,0,0,60.95,134.6,0
3646,0,0,0,0,9,0,1,0,2,0,2,2,2,2,0,0,3,58.5,539.85,1
3112,1,1,1,0,62,1,2,1,0,2,0,0,0,2,0,1,0,89.8,5629.55,0
1347,1,0,0,0,66,1,0,1,0,2,2,0,2,2,0,0,2,99.5,6710.5,1
6747,0,0,0,0,68,1,2,0,2,0,0,0,0,0,0,0,3,54.45,3687.75,0
5689,0,1,1,0,66,1,2,0,0,2,2,0,2,0,1,1,0,70.85,4738.85,0
5289,1,0,0,0,53,1,0,0,0,0,2,0,0,2,1,1,2,61.1,3357.9,0
4035,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,45.4,45.4,1
960,0,1,1,0,44,1,0,1,2,2,0,2,0,0,0,1,2,85.15,3670.5,0
3206,1,0,0,0,56,1,2,2,1,1,1,1,1,1,1,0,2,24.9,1334.0,1
4982,0,0,0,0,4,1,0,0,2,0,0,0,0,0,0,1,0,50.55,235.65,0
5593,0,0,0,1,51,0,1,0,2,0,2,2,2,2,1,0,0,60.15,3077.0,0
4143,1,1,1,0,44,1,2,1,0,0,2,0,2,0,0,1,2,89.2,4040.2,0
2047,0,0,1,1,69,1,2,0,2,0,2,2,0,0,2,1,1,64.15,4254.1,0
2749,0,0,1,0,71,0,1,0,0,2,2,2,2,2,2,1,1,61.4,4310.35,0
2508,0,0,0,0,8,1,2,1,0,0,0,0,2,2,0,0,0,95.65,778.1,1
5769,1,0,0,0,4,1,2,1,0,0,0,0,0,0,0,1,0,72.2,305.55,1
5764,1,1,1,0,14,1,2,1,0,0,0,0,0,0,0,1,2,75.1,1013.35,0
871,0,0,1,0,71,1,2,0,0,0,2,2,2,2,2,1,0,80.45,5662.25,0
4323,1,0,1,1,26,1,0,2,1,1,1,1,1,1,1,1,0,20.05,505.9,0
1506,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,25.25,25.25,0
1873,1,0,0,0,17,1,0,1,2,0,0,0,2,2,0,0,2,93.85,1625.65,1
1341,0,0,0,0,27,1,0,2,1,1,1,1,1,1,1,0,3,19.15,501.35,0
180,1,0,0,0,1,1,2,1,0,0,0,0,2,2,0,1,2,95.45,95.45,1
3574,1,0,0,0,13,1,0,2,1,1,1,1,1,1,2,0,3,19.75,265.75,0
6219,1,0,0,0,12,1,0,0,0,2,0,0,0,0,0,1,0,49.05,593.05,0
6927,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,45.7,45.7,1
1317,1,0,1,1,52,1,0,0,2,2,2,0,2,2,2,0,2,79.2,4016.3,0
88,0,0,1,0,2,1,0,1,2,2,0,0,2,0,0,0,2,90.35,190.5,0
4031,0,0,1,1,5,1,0,1,0,2,0,0,0,2,0,1,2,83.6,404.2,1
4593,1,0,0,0,25,1,0,2,1,1,1,1,1,1,1,0,1,19.9,510.8,0
103,1,0,0,0,71,1,2,1,2,2,2,2,2,2,1,1,0,116.3,8309.55,0
4672,1,0,0,0,17,1,2,1,2,2,2,2,2,0,0,1,0,106.65,1672.1,0
2395,0,0,1,1,14,1,0,2,1,1,1,1,1,1,1,1,3,19.5,272.0,0
6779,1,0,1,1,68,1,0,1,2,2,2,0,2,2,2,1,1,103.25,7074.4,0
5572,0,0,0,0,2,1,2,1,0,0,0,0,2,2,0,1,2,95.15,196.9,1
6446,1,0,1,0,44,1,0,0,2,2,0,2,0,0,1,1,0,59.85,2603.95,0
8,0,1,0,0,7,1,0,0,2,0,0,0,0,0,0,1,2,48.2,340.35,0
225,0,0,0,0,15,1,0,2,1,1,1,1,1,1,0,0,3,19.9,320.45,0
2918,0,1,0,0,8,1,0,2,1,1,1,1,1,1,0,0,2,19.65,164.3,1
1526,0,1,0,0,6,0,1,0,0,0,0,0,2,2,0,1,2,44.4,263.05,0
4119,1,0,1,1,19,1,2,1,0,0,0,2,2,2,1,1,2,100.95,1875.55,1
5900,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,3,70.6,70.6,0
5118,1,0,0,0,2,1,0,1,0,0,0,0,2,0,0,0,2,79.0,143.65,1
1951,1,0,0,0,29,1,0,2,1,1,1,1,1,1,1,1,3,19.8,572.2,0
2790,0,0,1,0,58,1,0,0,2,2,0,0,2,0,0,1,1,65.25,3791.6,0
177,1,0,1,1,27,1,0,0,2,2,0,0,0,0,0,1,1,54.75,1510.3,0
6362,1,0,0,0,42,1,2,1,0,0,2,0,0,0,0,0,2,79.9,3313.4,0
4804,1,0,1,0,61,1,2,0,0,2,2,0,2,2,2,0,0,80.9,4932.5,0
1592,0,0,0,0,7,1,0,2,1,1,1,1,1,1,0,0,3,19.3,144.95,0
4277,1,0,0,0,3,1,2,1,0,0,2,0,2,2,0,1,2,100.95,329.95,1
1817,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,0,19.9,19.9,0
6534,0,1,1,0,52,1,2,1,2,2,2,0,2,2,0,1,2,109.1,5647.95,0
5716,0,0,0,1,22,0,1,0,0,0,2,0,2,2,1,1,1,49.45,1031.4,0
6785,1,0,0,0,35,1,0,2,1,1,1,1,1,1,2,0,3,19.25,677.9,0
5707,1,1,1,0,63,1,2,1,2,2,2,0,2,2,2,0,1,108.5,6991.9,0
5497,1,1,1,0,55,1,2,1,0,2,2,2,2,2,2,1,2,113.6,6292.7,0
4734,0,0,1,1,19,1,2,1,0,0,0,2,0,2,1,1,0,89.35,1686.85,0
6709,1,0,0,0,15,1,2,1,2,0,0,0,2,0,0,1,0,87.75,1242.2,0
4657,0,0,1,1,33,1,2,0,0,0,2,2,2,2,1,1,2,79.15,2531.4,0
1770,1,0,0,0,44,1,2,1,2,2,2,0,2,2,0,1,2,111.5,4915.15,0
334,1,0,0,0,21,1,2,1,0,0,0,0,0,0,0,1,2,73.7,1558.7,0
2649,1,0,0,0,46,1,0,2,1,1,1,1,1,1,2,0,1,19.2,908.15,0
5778,0,0,1,1,56,1,0,2,1,1,1,1,1,1,2,0,3,20.05,1090.1,0
287,0,0,1,0,51,1,2,1,0,0,2,0,2,2,1,1,2,98.85,4947.55,0
5639,0,0,1,1,33,1,2,2,1,1,1,1,1,1,2,1,3,24.5,740.3,1
3941,1,0,0,0,13,1,0,2,1,1,1,1,1,1,1,1,3,19.95,257.0,0
2861,1,0,0,0,72,0,1,0,2,2,2,2,2,2,2,1,0,65.55,4807.45,0
2723,1,0,1,0,67,1,2,2,1,1,1,1,1,1,2,0,1,25.6,1784.9,0
1231,1,0,0,0,30,1,0,0,2,0,2,0,0,0,2,1,3,55.65,1653.85,0
835,1,0,1,1,25,1,0,1,0,2,0,0,0,0,0,1,2,75.5,1901.05,0
2058,0,0,1,0,71,1,2,2,1,1,1,1,1,1,2,1,1,25.95,1801.9,0
6892,1,0,1,0,72,1,2,1,2,2,2,2,2,2,2,1,1,116.95,8594.4,0
2646,0,0,1,0,59,1,2,1,2,2,2,2,0,2,1,1,1,107.0,6152.3,0
4671,1,0,0,1,15,1,0,0,0,0,2,2,0,0,1,0,1,55.2,864.55,0
4255,0,0,0,0,37,1,0,2,1,1,1,1,1,1,1,1,2,19.8,695.05,0
3677,1,0,0,0,9,1,0,0,2,0,2,2,2,0,0,1,3,69.5,653.25,0
1838,0,0,0,0,4,1,2,1,0,2,0,0,0,0,0,1,3,80.3,324.2,0
6717,0,0,0,0,52,1,2,0,0,0,2,2,2,2,2,1,0,80.95,4233.95,0
668,0,0,0,0,3,0,1,0,0,2,0,0,0,0,0,0,3,29.2,98.5,0
5899,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.2,20.2,1
861,1,0,0,0,2,1,2,0,0,2,0,0,0,0,0,1,3,54.4,114.1,1
4081,0,0,0,0,52,0,1,0,2,2,2,0,2,2,2,1,0,58.75,3038.55,0
6436,0,1,0,0,35,1,0,1,0,0,0,0,0,0,0,0,2,70.55,2419.0,0
13,0,0,0,0,72,1,2,1,2,2,2,0,2,0,2,1,0,101.3,7261.25,0
2769,0,0,0,0,26,1,2,1,0,0,0,0,0,0,0,1,0,74.95,1834.95,1
2190,1,0,1,0,17,1,0,0,2,2,0,0,0,2,1,0,3,64.8,1175.6,0
3718,1,0,0,0,8,1,2,1,0,0,0,0,0,2,0,1,2,86.55,649.65,1
3203,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,19.6,19.6,1
1344,0,0,0,0,60,1,2,1,0,2,2,0,2,2,2,0,2,104.7,6333.8,0
1981,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.55,19.55,0
5840,0,0,1,1,42,1,0,2,1,1,1,1,1,1,2,0,3,20.0,833.55,0
912,0,0,1,0,18,1,0,2,1,1,1,1,1,1,2,0,3,20.1,370.5,0
1413,1,0,0,0,3,1,0,1,0,2,2,2,2,2,0,1,2,107.95,318.6,0
7010,0,0,0,0,3,1,0,1,0,2,0,0,2,2,0,1,2,95.1,307.4,1
5820,0,0,0,0,52,1,0,2,1,1,1,1,1,1,1,0,3,20.65,1022.95,0
904,1,0,1,0,12,1,0,1,2,2,2,0,0,0,0,1,2,84.6,959.9,0
2413,1,0,0,0,49,1,2,1,0,0,0,0,0,0,0,1,0,74.6,3720.35,0
3582,1,0,0,0,64,1,2,1,0,0,2,2,2,2,1,1,1,104.65,6889.8,0
1010,1,0,0,0,4,1,0,0,0,2,0,0,0,0,0,0,3,49.25,208.45,0
6911,1,1,0,0,22,1,2,1,0,0,0,0,2,2,0,1,2,96.7,2082.95,1
6301,1,0,1,0,31,1,2,1,0,2,2,0,2,0,0,0,2,93.8,3019.5,1
5420,1,0,1,0,57,1,0,0,2,2,0,2,0,0,2,1,2,59.75,3450.15,0
1452,0,1,1,0,50,1,2,1,2,2,2,0,2,2,0,0,0,108.75,5431.9,0
1844,1,0,0,0,6,1,0,0,2,2,0,0,0,0,0,1,0,55.7,335.65,0
2364,0,0,1,1,23,1,2,2,1,1,1,1,1,1,2,0,3,23.85,625.65,0
2313,1,0,1,0,59,1,2,1,0,0,0,0,0,2,1,0,2,85.55,5084.65,1
6384,0,1,0,0,2,1,0,1,0,0,0,0,2,0,0,0,3,81.5,162.55,0
5349,1,0,0,0,10,1,2,2,1,1,1,1,1,1,2,0,0,25.7,251.6,0
4454,1,0,0,1,71,1,0,0,2,2,2,2,2,0,2,1,1,76.9,5522.7,0
2938,1,0,0,0,63,1,2,1,0,2,0,2,2,2,0,0,2,105.4,6713.2,0
5746,0,0,0,0,11,1,0,2,1,1,1,1,1,1,1,0,3,20.0,211.95,0
4278,1,0,1,1,72,1,2,2,1,1,1,1,1,1,2,1,0,25.2,1798.9,0
5264,0,0,1,0,57,1,0,2,1,1,1,1,1,1,2,1,0,19.6,1134.25,0
4501,1,0,0,0,10,1,2,1,0,0,0,0,0,0,0,1,3,74.15,811.8,1
1214,0,0,0,1,2,1,0,0,2,0,0,0,0,2,0,1,1,61.2,125.95,0
1337,0,0,1,0,71,1,2,2,1,1,1,1,1,1,2,0,1,25.05,1873.7,0
3490,0,0,0,0,28,1,0,0,0,0,2,0,2,0,0,1,0,59.55,1646.45,0
5177,0,1,0,0,41,1,2,1,2,2,2,0,2,2,0,1,2,113.2,4689.5,1
62,0,0,1,0,69,1,2,1,2,2,2,2,2,2,2,1,2,116.0,8182.85,0
2069,0,0,0,0,22,1,2,0,2,0,0,2,0,0,0,1,3,59.05,1253.5,0
2452,1,0,1,1,72,0,1,0,2,2,2,0,0,0,2,0,1,38.5,2763.0,0
3995,0,0,0,0,47,1,2,1,0,2,2,0,2,2,0,1,2,106.35,4849.1,0
1798,1,0,1,1,4,1,2,0,0,0,0,0,0,0,0,1,2,50.9,225.6,1
1430,1,0,1,0,25,1,2,0,0,0,2,0,0,0,0,0,1,55.55,1405.3,0
6367,1,0,0,0,9,1,0,2,1,1,1,1,1,1,0,1,3,18.95,185.6,1
6718,1,0,1,1,68,1,0,1,2,0,2,0,0,0,2,0,1,80.35,5375.15,0
5705,1,0,1,0,69,0,1,0,2,0,2,2,2,2,2,0,0,60.25,4055.5,0
56,1,0,0,0,30,1,2,0,2,0,0,0,0,2,0,1,3,64.5,1888.45,0
713,0,0,1,1,44,1,0,2,1,1,1,1,1,1,0,0,3,19.6,780.25,0
2059,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,2,45.15,98.5,1
901,1,0,1,0,21,1,2,1,0,0,2,2,2,2,0,1,2,106.1,2249.95,1
3402,1,1,1,0,1,1,2,1,0,0,0,0,2,0,0,1,2,86.05,86.05,1
1100,1,0,1,1,62,1,0,1,2,2,0,0,0,0,1,1,1,81.45,4983.05,0
4552,1,0,0,0,11,1,0,1,2,0,2,0,0,0,0,1,0,79.5,795.65,0
6978,0,1,1,1,32,1,2,1,0,0,2,0,2,0,0,1,3,91.35,2896.55,0
3665,0,0,0,0,9,1,0,0,0,2,0,2,2,0,0,0,3,66.25,620.55,1
5842,1,0,0,0,5,1,0,0,2,0,0,2,0,0,0,1,3,55.75,266.95,0
2834,1,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,3,70.3,220.4,0
5091,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,69.95,69.95,1
256,1,0,0,0,10,1,0,2,1,1,1,1,1,1,0,0,1,20.0,198.7,0
630,1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,0,3,19.55,19.55,0
4294,0,1,0,0,2,1,2,0,0,2,0,0,0,0,0,1,1,56.55,118.25,0
5633,0,0,1,1,64,1,2,1,2,0,0,2,2,2,1,1,0,104.4,6721.6,0
6217,1,0,0,0,11,1,2,2,1,1,1,1,1,1,0,0,1,23.15,245.2,1
3343,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,2,70.4,281.0,1
5249,1,0,1,0,44,1,2,1,2,0,2,0,0,0,0,1,1,84.8,3626.35,0
2852,0,0,1,1,36,1,0,0,2,0,0,0,0,0,0,0,1,51.05,1815.0,0
2906,1,0,0,0,51,1,2,1,0,2,0,0,0,0,0,0,0,81.0,4085.75,0
5580,0,0,0,0,21,1,0,1,0,0,0,0,0,0,0,1,2,68.65,1493.2,0
2766,1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,19.75,39.3,0
6413,0,0,1,1,47,1,0,2,1,1,1,1,1,1,2,0,1,20.25,873.4,0
3192,1,0,0,1,12,1,0,2,1,1,1,1,1,1,2,0,0,19.35,212.3,0
2100,1,0,0,1,19,1,0,2,1,1,1,1,1,1,0,1,2,20.0,377.55,0
946,0,0,0,0,48,1,2,2,1,1,1,1,1,1,1,0,0,24.35,1133.7,0
2700,0,1,1,0,71,1,2,1,2,2,2,2,0,0,2,1,1,96.35,6766.95,0
2791,0,0,0,0,62,1,0,2,1,1,1,1,1,1,2,1,1,19.2,1123.65,0
5523,1,1,1,0,10,1,2,1,0,0,0,0,0,2,0,1,2,86.65,856.65,1
179,0,0,1,1,54,1,2,0,0,2,2,2,2,2,0,1,2,86.2,4524.05,0
5065,0,1,1,0,61,1,2,1,0,2,2,0,2,2,1,1,1,104.4,6405.0,1
3394,0,0,0,0,13,1,2,1,0,2,2,0,0,0,0,1,2,84.45,1058.6,1
5309,0,0,1,1,64,1,2,2,1,1,1,1,1,1,2,1,3,24.05,1559.15,0
6181,1,0,1,1,19,1,0,2,1,1,1,1,1,1,1,0,3,19.9,357.7,0
1599,0,0,0,0,32,1,2,1,0,2,2,0,2,2,1,1,1,104.05,3416.85,0
1368,1,0,1,1,6,1,0,2,1,1,1,1,1,1,2,1,1,20.4,107.6,0
4846,0,0,0,0,15,1,0,1,0,0,2,0,2,2,0,1,1,94.0,1505.45,0
4910,1,0,1,0,65,1,2,1,0,2,0,0,0,2,0,1,2,90.65,5931.0,0
1530,0,0,0,0,39,1,0,1,2,0,2,2,2,0,1,1,2,95.55,3692.85,1
